date,HRV_ms,RHR_bpm,Sleep_hours,Steps,VO2_max,Stress_index
2023-04-11,37.3,81,6.46,6265,35.8,64.0
2023-01-23,28.6,88,5.88,4914,33.4,75.1
2023-05-01,36.4,78,6.27,6363,35.8,65.8
2023-05-10,37.3,81,6.44,6567,37.4,62.1
2023-02-19,29.8,87,5.83,5659,31.9,73.3
2023-07-14,48.5,76,7.29,7946,39.1,47.9
2023-01-23,28.6,90,5.88,4704,33.4,77.1
2023-05-07,38.5,79,6.2,6320,35.8,65.8
2023-02-03,24.4,92,6.04,4627,30.7,76.4
2023-06-23,46.5,78,7.27,7949,38.0,55.2
2023-01-20,24.9,90,6.32,4269,30.6,75.0
2023-05-16,40.6,79,6.76,6505,36.3,62.0
2023-07-15,47.6,74,7.16,7594,39.3,53.8
2023-05-04,39.0,84,6.82,6226,35.5,58.8
2023-03-14,28.9,83,6.19,5152,31.5,72.7
2023-04-11,34.0,80,6.78,6319,35.4,67.9
2023-01-17,24.3,86,5.95,4363,32.0,74.0
2023-06-18,45.7,79,7.02,7494,37.8,58.8
2023-03-02,30.0,87,6.04,6064,33.6,66.7
2023-06-05,41.6,74,6.75,6819,37.2,58.5
2023-05-02,35.9,79,6.44,6530,36.2,63.7
2023-02-10,27.3,85,6.57,4464,33.7,72.7
2023-01-25,28.3,90,6.12,4704,30.8,81.2
2023-02-20,30.9,89,6.45,5535,33.0,76.3
2023-06-22,45.7,78,7.22,7780,38.7,55.0
2023-01-13,24.1,91,5.42,4808,32.0,82.7
2023-07-01,45.1,74,6.94,7949,39.1,56.1
2023-01-04,25.1,92,5.84,5162,29.7,75.7
2023-04-04,31.9,83,6.23,5912,35.7,66.1
2023-01-02,20.3,92,5.63,4462,29.5,79.9
2023-06-04,41.9,77,6.72,6901,39.1,56.2
2023-06-06,47.5,76,7.16,7794,39.2,54.6
2023-06-05,43.5,76,7.26,6991,38.2,59.4
2023-05-07,38.5,78,6.38,7465,35.8,62.0
2023-04-25,36.8,83,6.43,6428,35.6,62.0
2023-02-25,29.3,84,6.16,5148,33.3,68.8
2023-07-10,47.7,71,7.16,7663,39.8,53.5
2023-03-12,28.7,85,6.81,5699,31.5,71.3
2023-01-20,24.9,89,6.07,4269,30.6,76.8
2023-03-09,27.7,81,5.88,5851,34.2,61.3
2023-03-29,34.5,83,6.23,5836,35.6,68.2
2023-06-23,45.4,79,6.77,7673,37.0,55.6
2023-05-29,40.1,77,6.95,7312,37.4,62.0
2023-04-06,35.5,82,6.92,6159,34.7,62.1
2023-04-19,36.7,83,6.53,6508,35.5,70.9
2023-03-03,28.7,83,6.81,5658,32.6,68.8
2023-03-21,32.9,83,6.46,5094,35.2,70.2
2023-04-02,33.0,81,6.43,6310,35.3,67.9
2023-05-02,35.4,83,6.81,6266,35.8,65.8
2023-06-20,45.5,77,7.0,7034,38.7,58.5
2023-05-19,45.6,77,7.04,6502,37.8,59.1
2023-05-14,40.9,80,6.76,6503,36.5,62.0
2023-01-09,19.5,90,5.48,4453,30.4,80.1
2023-05-08,39.3,81,6.71,6507,36.8,59.1
2023-04-07,34.2,84,6.16,6109,35.0,64.1
2023-02-27,29.4,83,5.84,5379,33.3,74.1
2023-06-13,43.1,78,6.85,7124,38.9,51.8
2023-05-15,43.6,81,6.73,6265,37.2,60.9
2023-02-19,29.8,87,5.83,5507,32.5,75.7
2023-03-07,28.9,84,5.812,5951,33.7,65.7
2023-05-13,37.3,80,6.44,6334,36.4,64.0
2023-02-02,24.4,92,5.69,4687,30.7,77.6
2023-02-14,27.3,84,5.72,4776,32.4,67.8
2023-06-30,45.9,78,7.17,7936,38.4,55.8
2023-01-02,20.3,91,5.63,4462,29.5,80.6
2023-07-02,43.1,74,6.95,7346,39.5,58.5
2023-02-24,34.2,83,6.42,5376,34.1,69.3
2023-01-06,26.4,88,6.02,4494,29.9,79.0
2023-04-24,38.7,84,6.76,6573,36.5,64.1
2023-02-26,29.3,84,5.87,5848,32.0,72.7
2023-02-11,30.7,86,6.08,5290,31.7,72.3
2023-06-21,41.9,78,7.37,7101,38.6,54.8
2023-07-10,47.7,73,7.26,7663,40.6,53.5
2023-06-09,43.4,78,6.79,7396,39.5,55.6
2023-04-15,39.6,83,7.08,6108,35.5,64.7
2023-06-08,40.9,78,7.03,7357,38.5,60.3
2023-01-06,26.4,88,6.02,4494,29.9,79.9
2023-05-28,37.3,80,6.57,6061,36.4,54.8
2023-06-14,41.9,77,6.35,7329,39.5,56.2
2023-05-25,40.7,78,6.37,7167,38.1,63.7
2023-02-16,25.9,85,6.37,5125,32.5,73.3
2023-06-25,44.2,76,7.48,7994,37.6,54.6
2023-06-27,44.6,77,7.28,8194,39.5,54.6
2023-04-19,36.7,82,6.57,6533,36.1,65.3
2023-01-28,25.3,86,5.72,4777,31.0,74.8
2023-03-03,28.9,85,5.94,6116,32.6,65.3
2023-01-11,23.3,91,5.59,4467,31.7,80.6
2023-05-22,37.9,79,6.45,7503,36.2,61.2
2023-02-03,25.5,86,6.25,4657,30.9,75.6
2023-02-10,28.3,85,6.08,5294,32.0,72.7
2023-01-14,21.4,90,6.27,4453,30.8,76.2
2023-07-17,48.5,77,7.07,7961,40.3,52.8
2023-01-10,25.4,90,6.2,4657,30.6,78.5
2023-01-13,21.3,90,6.05,4464,34.0,80.6
2023-02-07,24.4,92,6.49,4657,32.9,70.2
2023-01-18,24.0,87,5.85,4539,30.6,72.7
2023-05-14,38.5,78,6.2,6921,37.4,59.8
2023-03-04,30.0,79,6.03,5148,35.7,66.7
2023-01-24,26.0,87,6.24,4708,30.8,80.2
2023-01-09,19.5,87,5.46,4553,30.1,80.6
2023-02-24,30.0,86,6.04,5883,34.4,72.1
2023-01-01,23.5,91,5.32,4553,30.9,82.2
2023-03-19,34.2,84,6.29,5535,34.0,67.1
2023-02-10,25.5,85,6.2,5265,31.7,73.7
2023-01-20,24.9,87,6.32,4269,30.0,76.8
2023-03-05,28.3,82,6.16,5148,34.8,66.7
2023-05-26,40.7,77,7.01,7253,36.3,62.5
2023-03-17,33.9,83,6.57,5838,35.2,67.7
2023-06-29,46.6,74,7.4,8736,39.8,51.3
2023-03-01,29.4,87,6.14,5149,34.8,70.0
2023-03-22,30.4,87,6.16,5875,34.9,70.3
2023-04-18,38.5,81,6.76,5752,35.8,66.7
2023-07-15,49.6,80,7.02,7961,40.3,52.3
2023-05-16,40.6,79,6.76,7361,36.3,63.3
2023-03-18,28.9,84,5.85,5953,33.7,65.7
2023-03-11,32.2,88,6.31,5734,34.0,70.2
2023-01-17,24.3,86,5.69,4455,31.1,74.0
2023-05-01,35.0,79,6.04,7294,34.5,65.8
2023-01-01,23.5,91,5.32,4699,30.9,82.2
2023-02-16,24.2,85,6.44,5125,32.0,74.1
2023-01-18,25.7,88,6.47,4376,31.7,74.3
2023-02-22,28.3,87,5.87,5144,32.0,71.2
2023-07-10,47.7,74,7.16,7663,40.4,53.5
2023-03-20,34.1,83,6.88,5909,33.9,67.3
2023-01-08,20.4,90,5.81,4930,29.9,79.0
2023-01-18,24.0,90,6.0,4635,29.3,74.7
2023-03-03,25.5,87,6.25,5499,34.1,72.3
2023-05-23,38.7,79,6.77,6194,37.5,63.8
2023-02-08,24.4,86,5.56,4637,33.1,72.1
2023-06-17,46.5,80,7.28,8008,37.6,54.1
2023-07-07,47.4,79,7.17,7760,40.3,54.5
2023-06-25,42.2,76,7.21,7909,37.4,54.6
2023-04-11,33.3,82,7.08,5886,35.4,67.8
2023-04-23,36.3,84,6.53,6791,36.0,66.0
2023-01-31,22.5,86,5.66,4787,30.2,73.3
2023-04-02,35.4,83,6.86,6051,35.8,66.0
2023-01-14,25.6,87,5.95,4983,31.7,75.5
2023-06-08,41.9,78,6.63,7191,38.7,66.2
2023-02-27,29.4,84,5.89,5379,34.8,71.1
2023-02-11,30.7,86,6.08,5290,30.7,71.3
2023-06-07,43.4,77,6.55,6994,38.2,60.8
2023-05-02,32.4,80,6.43,7019,35.1,62.8
2023-01-18,25.7,88,5.95,4925,31.7,74.3
2023-01-28,25.3,87,5.67,4677,32.0,73.7
2023-01-26,21.8,90,6.31,4784,30.6,78.5
2023-07-12,47.6,72,7.29,7763,40.3,53.8
2023-03-18,30.1,84,5.65,5872,33.6,66.7
2023-01-31,23.5,86,5.66,4767,30.9,72.3
2023-07-02,43.1,74,6.95,7112,39.5,60.8
2023-05-01,37.4,83,6.84,6396,37.4,66.0
2023-02-13,27.8,88,5.98,4682,32.5,69.1
2023-05-18,40.6,79,6.66,7499,36.3,62.0
2023-03-28,34.1,84,6.41,5794,34.7,66.7
2023-02-14,27.3,84,6.56,5677,32.4,67.8
2023-05-07,37.3,81,6.47,6567,36.4,65.8
2023-07-16,49.5,73,7.02,8194,39.5,51.8
2023-05-21,37.9,79,7.06,6503,37.7,55.8
2023-02-04,25.5,86,6.25,4657,30.9,75.6
2023-05-01,35.0,78,6.04,7294,35.4,65.9
2023-02-25,29.3,85,6.16,5148,32.2,73.8
2023-02-18,28.0,85,5.84,5252,32.5,73.7
2023-06-08,43.9,79,6.76,7091,38.2,56.4
2023-02-21,30.9,88,6.57,5243,32.0,72.5
2023-06-09,43.4,77,6.84,7465,38.4,57.9
2023-03-23,31.9,87,5.98,5654,35.7,67.3
2023-05-26,40.7,78,6.36,7111,37.1,59.1
2023-01-24,26.1,90,6.22,4635,30.8,76.2
2023-06-07,44.2,77,6.77,7467,39.1,54.0
2023-01-10,24.2,90,6.02,4874,30.3,76.6
2023-03-04,30.0,79,6.03,6056,34.7,66.7
2023-05-24,40.7,77,7.11,7091,37.1,59.7
2023-05-11,39.4,80,6.81,6499,36.0,59.0
2023-03-03,29.4,83,6.01,5499,34.7,67.7
2023-05-17,41.9,79,6.65,7093,37.6,55.4
2023-07-06,47.5,74,7.16,8032,39.0,54.6
2023-01-05,23.3,87,5.69,4477,29.8,79.6
2023-05-18,40.6,79,6.77,7396,36.7,63.3
2023-01-09,19.5,90,5.89,4453,31.7,80.1
2023-04-10,36.2,82,6.88,5956,35.1,66.0
2023-02-07,24.4,86,5.59,5292,33.9,72.1
2023-03-03,28.9,85,6.31,5499,31.5,63.3
2023-01-15,28.7,88,6.0,4146,31.1,81.4
2023-06-14,47.5,78,7.2,7981,39.1,55.6
2023-02-07,24.4,91,6.49,5292,34.0,72.1
2023-04-11,35.4,82,6.78,6265,35.8,67.9
2023-01-29,25.8,85,6.31,4752,31.0,76.2
2023-06-08,43.4,77,7.2,7483,37.6,55.6
2023-03-27,34.4,81,6.29,6162,35.6,68.2
2023-06-16,46.6,77,7.01,8196,37.3,57.9
2023-03-04,27.1,83,6.14,5162,34.8,64.5
2023-06-28,45.1,77,7.41,7647,37.4,51.8
2023-01-01,23.5,91,5.32,4699,30.9,82.2
2023-02-03,29.1,88,5.67,5407,30.6,65.6
2023-05-28,39.7,75,6.77,6557,36.7,54.5
2023-02-10,25.8,85,6.31,5227,32.5,71.3
2023-05-18,40.6,78,7.01,6673,36.3,61.3
2023-04-26,36.3,83,6.57,6794,36.9,65.7
2023-02-16,29.3,88,6.16,5080,32.0,72.7
2023-06-08,43.4,77,7.2,7483,37.6,55.6
2023-02-15,26.6,86,6.21,5209,32.9,75.8
2023-02-11,26.6,84,6.08,5499,32.0,72.3
2023-04-13,35.5,82,6.34,6191,35.9,64.8
2023-05-25,39.6,79,7.04,6537,36.1,55.0
2023-06-03,43.1,77,6.95,7484,38.9,51.8
2023-04-30,37.4,80,6.84,6894,36.2,65.6
2023-01-18,25.7,88,6.08,4925,31.7,74.3
2023-05-19,43.4,80,6.77,6581,37.2,62.0
2023-01-19,25.3,88,6.28,4453,31.0,74.7
2023-04-19,35.6,82,7.02,6567,35.6,68.5
2023-02-02,25.9,88,5.94,5057,30.6,75.0
2023-06-14,42.2,78,6.84,7663,37.4,59.4
2023-03-27,34.5,79,6.36,5794,35.4,67.7
2023-05-14,41.6,78,6.35,7181,37.6,61.4
2023-06-02,39.9,79,6.84,7181,38.5,63.7
2023-01-29,25.8,85,6.31,4655,31.0,76.2
2023-04-23,36.7,83,6.67,6357,35.5,64.1
2023-05-21,37.9,79,6.32,7053,38.0,56.0
2023-07-01,43.0,74,6.95,7341,39.5,58.5
2023-02-07,27.0,87,5.65,4465,30.9,68.8
2023-03-04,30.0,79,6.03,6066,34.7,68.5
2023-02-16,22.6,85,6.23,4627,33.8,73.9
2023-03-20,34.1,83,6.82,5909,35.4,66.7
2023-01-28,25.3,86,6.2,5125,31.0,74.8
2023-01-02,20.3,91,5.63,4462,29.5,80.6
2023-03-22,34.9,82,6.69,5766,36.5,71.3
2023-06-04,40.2,78,6.98,6608,37.7,56.1
2023-04-08,36.2,82,6.88,5937,35.6,66.1
2023-05-19,42.6,80,7.04,6503,37.2,60.1
2023-03-19,33.9,83,6.57,6262,33.3,68.6
2023-03-01,29.4,85,5.86,6349,33.6,67.7
2023-05-20,42.2,80,7.27,6535,36.4,62.9
2023-02-16,24.2,87,5.68,5144,32.0,68.8
2023-05-15,42.2,77,6.44,6567,37.2,61.6
2023-06-02,39.9,79,6.94,6901,37.5,56.2
2023-01-17,25.7,85,6.16,4678,31.7,71.3
2023-02-18,27.8,83,5.98,5782,32.7,76.2
2023-07-04,47.2,74,6.86,7981,40.2,50.9
2023-03-09,30.1,88,6.19,6358,33.6,65.5
2023-05-21,37.9,79,6.77,6557,37.1,58.8
2023-07-10,47.7,73,7.16,7863,39.8,53.5
2023-03-19,33.9,83,6.45,6425,31.9,62.1
2023-01-06,23.3,87,5.69,4477,29.8,79.6
2023-06-23,46.5,78,7.11,7679,36.4,55.2
2023-05-08,38.0,81,6.14,7575,34.8,58.2
2023-01-12,23.3,91,5.54,4507,30.1,77.2
2023-05-03,39.0,81,7.31,6334,35.4,56.1
2023-05-26,40.7,78,7.31,6781,37.1,59.0
2023-01-08,20.4,90,5.81,4930,29.9,79.0
2023-06-11,46.5,77,7.2,7746,38.7,56.3
2023-06-15,47.7,80,7.02,7922,39.5,59.1
2023-06-25,42.7,76,6.37,7909,39.1,55.0
2023-05-02,34.4,81,6.81,6438,35.1,65.8
2023-03-30,34.9,83,6.93,5836,35.0,65.7
2023-06-04,40.2,78,7.27,7208,37.7,61.8
2023-04-01,33.0,81,6.43,6122,35.3,66.0
2023-01-04,25.1,92,5.84,5162,29.7,75.7
2023-02-18,24.5,90,6.2,4635,33.9,72.7
2023-06-14,44.5,77,7.0,7381,37.4,49.9
2023-07-11,47.4,76,7.0,8002,38.4,48.2
2023-07-07,47.4,77,7.18,7760,39.2,50.8
2023-03-14,26.8,84,6.32,5968,33.7,72.7
2023-02-26,29.3,88,6.16,5149,32.0,68.8
2023-01-10,25.4,90,6.2,4873,30.8,76.8
2023-04-24,37.6,83,6.32,6533,36.1,62.5
2023-03-09,30.1,88,6.19,5376,33.6,66.7
2023-01-06,26.4,90,6.02,4494,29.9,79.0
2023-04-27,37.3,83,6.77,6526,35.8,66.0
2023-05-28,39.7,78,6.77,6557,36.7,54.5
2023-02-27,29.4,84,5.89,5379,33.3,74.1
2023-02-01,29.1,88,5.41,5882,30.6,68.9
2023-03-06,28.9,83,6.72,5951,33.7,65.7
2023-02-12,26.7,86,5.95,5290,32.0,72.7
2023-06-18,47.5,75,7.2,8000,39.4,59.1
2023-01-15,28.7,88,5.83,4056,31.7,80.2
2023-02-08,24.4,86,5.56,4637,32.9,73.7
2023-05-15,43.4,77,6.5,6367,37.2,60.8
2023-06-05,41.8,77,6.77,7357,38.6,59.2
2023-06-13,43.1,77,6.85,7123,38.9,56.7
2023-06-12,45.7,78,7.01,7801,39.5,54.3
2023-02-03,29.1,88,5.41,5067,30.6,75.6
2023-05-19,45.6,77,7.04,6653,37.3,61.8
2023-02-05,24.4,89,6.08,5427,32.9,74.8
2023-01-03,24.0,92,5.82,4794,30.2,76.6
2023-03-08,30.1,88,5.95,5632,32.2,67.9
2023-02-22,26.6,85,6.23,5364,32.5,73.9
2023-05-17,43.6,81,6.5,7165,37.2,61.8
2023-07-09,44.5,77,7.07,7164,38.4,52.9
2023-04-02,34.0,83,6.43,6327,35.5,66.0
2023-05-29,40.1,77,7.11,7312,37.4,62.0
2023-06-14,47.5,78,6.54,7770,40.3,58.8
2023-03-06,28.9,83,6.92,5363,34.6,64.6
2023-03-07,30.7,83,6.19,6126,32.9,66.1
2023-01-27,24.3,87,5.69,4487,31.1,74.8
2023-03-22,34.9,85,6.32,6354,35.2,67.5
2023-01-16,24.0,91,5.84,4539,29.9,76.6
2023-05-03,36.4,79,6.81,6607,35.8,63.3
2023-07-10,47.7,73,7.16,7663,39.8,49.4
2023-02-10,26.6,85,6.2,5499,32.0,77.8
2023-06-17,48.4,77,6.67,7585,39.1,57.9
2023-05-27,41.4,74,6.37,6573,36.4,55.8
2023-07-18,47.9,74,7.06,7543,39.4,52.8
2023-03-15,30.8,84,6.72,5636,31.7,68.6
2023-07-06,47.4,78,7.16,7584,39.2,52.9
2023-01-17,25.7,87,6.08,5269,31.7,74.3
2023-04-13,32.6,82,6.69,6196,35.2,64.1
2023-04-06,33.8,80,6.43,6320,34.2,65.3
2023-05-26,40.7,77,7.11,6526,38.0,59.1
2023-01-31,24.5,86,5.66,4787,30.2,72.3
2023-02-22,28.3,85,5.87,5104,32.0,72.7
2023-02-09,24.5,92,6.06,5057,31.7,75.7
2023-05-09,37.6,81,6.78,7357,38.0,62.0
2023-02-20,30.0,88,6.32,5883,32.4,71.2
2023-05-31,39.8,79,6.88,7238,37.3,54.5
2023-07-02,45.9,74,7.07,7194,38.7,56.2
2023-03-16,28.9,83,6.81,5951,33.5,62.8
2023-06-19,47.5,76,7.0,8077,37.1,58.8
2023-05-18,37.9,77,7.05,6683,37.3,65.8
2023-04-18,33.3,81,6.44,6363,35.4,66.0
2023-07-18,49.6,75,7.02,8081,39.5,52.3
2023-04-11,34.0,80,6.78,5834,35.4,66.0
2023-03-16,30.2,85,6.45,5632,34.7,67.9
2023-07-15,47.6,74,7.09,8161,38.7,53.8
2023-05-28,39.7,75,6.77,6557,36.7,54.5
2023-03-21,34.9,83,6.69,5094,35.2,70.2
2023-03-03,27.1,86,5.61,5842,33.4,65.7
2023-06-01,39.0,79,6.82,7494,37.9,51.8
2023-02-08,24.4,86,5.56,4637,31.7,77.2
2023-06-21,43.2,77,6.95,7181,38.7,59.0
2023-05-16,41.6,78,6.76,6679,37.2,63.3
2023-07-10,45.6,76,7.01,7204,37.8,55.3
2023-06-30,45.9,74,7.17,7916,39.8,55.0
2023-02-07,24.4,90,5.59,5136,34.0,72.7
2023-06-22,46.6,78,7.31,7589,37.4,55.2
2023-06-15,42.2,76,6.85,7647,38.4,60.6
2023-02-10,27.3,85,6.54,4654,32.4,76.4
2023-01-27,24.3,87,6.38,4467,31.1,74.8
2023-02-03,25.5,86,6.25,4657,30.9,75.6
2023-06-29,46.6,74,7.4,8736,39.8,51.3
2023-06-14,45.7,80,7.29,7494,38.2,59.6
2023-06-03,41.9,78,6.78,7494,38.5,56.2
2023-02-05,25.5,86,6.23,5427,30.8,75.6
2023-05-16,41.6,77,6.76,7251,36.1,63.3
2023-02-26,29.3,86,5.87,5509,32.0,72.7
2023-01-20,25.3,86,6.28,4163,30.8,72.7
2023-02-07,24.4,86,5.56,5136,33.9,70.2
2023-06-30,45.9,74,7.37,7916,39.8,56.2
2023-01-22,24.2,88,6.39,4638,32.0,76.0
2023-01-07,21.2,91,5.52,5237,30.5,79.9
2023-03-22,33.9,84,6.32,7362,35.2,66.5
2023-03-19,32.6,83,6.78,4635,34.0,70.3
2023-01-14,21.4,90,5.86,4991,30.8,76.2
2023-07-13,47.1,74,7.76,7463,40.3,54.0
2023-06-07,43.4,77,7.0,7481,38.9,54.0
2023-05-01,37.4,78,6.21,6494,36.4,62.0
2023-04-18,37.3,81,6.77,6442,35.8,64.1
2023-06-16,43.6,77,6.36,8194,37.7,55.6
2023-06-08,44.2,77,6.79,7218,39.1,56.1
2023-04-10,34.6,82,6.08,6147,35.7,65.8
2023-05-26,40.7,77,6.77,6609,37.1,59.7
2023-02-26,29.3,85,6.16,4657,33.5,73.3
2023-01-06,26.4,90,5.82,4994,29.9,76.2
2019-05-30,38.7,75,6.66,7461,36.5,56.0
2022-02-15,28.3,90,6.32,5207,32.0,71.7
2023-02-12,27.0,85,5.48,5192,30.4,75.7
2023-03-22,34.9,85,6.32,5751,36.6,65.7
2023-03-04,23.6,88,6.21,5499,32.6,67.7
2022-02-02,25.9,88,5.94,5057,30.6,75.0
2023-03-11,33.2,83,6.21,5166,34.0,70.0
2023-06-12,47.7,77,7.2,7194,37.3,54.2
2023-04-02,36.2,82,6.88,5648,35.1,67.9
2023-06-11,44.1,80,7.01,7646,39.9,59.0
2023-02-03,25.5,86,5.65,4657,30.9,75.6
2023-05-18,41.9,77,6.57,7153,37.6,56.4
2023-06-30,45.9,74,7.17,7916,38.4,55.0
2023-04-03,30.3,83,6.17,6147,35.1,69.3
2023-02-23,24.6,90,6.08,5363,33.9,72.3
2023-01-08,20.4,90,5.81,4930,29.9,79.0
2023-04-28,37.6,81,6.06,6523,36.1,63.2
2023-06-11,42.9,80,7.06,7646,39.8,59.2
2023-02-05,24.4,86,6.04,5427,30.8,71.7
2023-05-17,40.6,80,6.77,6691,36.3,63.3
2023-05-25,39.6,79,6.43,7239,36.2,63.3
2023-06-24,45.0,80,7.04,7671,39.5,53.8
2023-05-22,37.9,79,6.57,7503,38.0,64.0
2023-03-19,32.6,84,6.09,5733,34.0,66.4
2023-01-14,21.4,90,5.72,4930,30.8,74.2
2023-05-12,40.7,79,6.88,6503,38.6,61.6
2023-01-20,25.6,87,5.88,4269,31.7,74.3
2023-04-14,33.9,81,6.57,6265,36.5,68.2
2023-02-16,27.3,87,5.56,5144,31.8,72.1
2023-06-23,46.5,78,6.95,7679,39.1,56.0
2023-01-21,23.0,93,6.56,5438,30.5,76.0
2023-02-06,28.3,85,6.54,4462,32.0,75.6
2023-05-16,40.6,78,6.76,6939,36.3,62.0
2023-02-18,27.8,85,5.98,5753,33.8,75.5
2023-03-12,30.7,87,6.21,5876,32.2,67.9
2023-03-11,30.7,85,6.88,5499,33.6,68.8
2023-06-26,43.5,77,6.37,7890,38.4,54.6
2023-07-01,43.0,74,7.11,7551,39.5,63.3
2019-06-30,45.7,74,7.4,8090,38.4,54.1
2019-05-24,40.7,77,7.24,7089,37.1,59.7
2023-06-18,45.7,77,6.69,7357,39.5,62.1
2023-02-05,24.4,87,6.06,5424,32.9,74.8
2023-06-20,44.2,76,7.0,7089,38.4,58.8
2023-06-01,38.3,81,6.84,7294,37.1,63.3
2023-01-27,24.3,87,5.67,4497,32.0,74.8
2023-01-28,23.4,90,5.77,4977,31.8,74.1
2023-06-16,47.5,78,6.77,7090,39.4,57.9
2023-05-02,34.4,81,6.81,6264,35.1,62.8
2023-01-06,26.4,88,6.02,4494,29.9,77.0
2023-06-08,39.3,78,7.5,7081,36.8,54.4
2023-06-22,46.6,77,7.48,7579,38.1,54.6
2023-02-05,25.6,86,6.08,4627,30.6,75.6
2023-07-11,46.5,77,7.07,8002,38.3,54.6
2023-01-18,23.3,90,5.69,4453,30.5,74.8
2023-02-01,29.1,88,5.41,5886,30.6,68.9
2023-03-17,32.2,83,6.25,5632,34.0,67.7
2023-03-05,29.1,85,6.31,5096,32.0,68.2
2023-03-26,30.4,89,6.16,5654,35.6,66.7
2023-07-26,47.1,75,7.48,8006,37.6,48.4
2023-02-05,25.6,86,6.08,4627,30.6,76.2
2023-03-01,29.4,85,6.14,5928,35.8,66.4
2023-04-22,36.3,84,6.52,6442,35.8,65.7
2023-06-27,45.5,75,7.28,8133,37.3,54.6
2023-04-01,32.3,83,6.44,6364,36.8,67.7
2023-03-27,34.5,79,6.27,5794,35.4,72.2
2023-03-01,29.4,85,5.66,5928,35.8,66.4
2023-04-01,34.0,81,6.43,6051,35.3,66.0
2023-06-04,41.9,74,7.15,7463,38.7,56.4
2023-02-04,24.4,86,6.39,5427,32.9,72.1
2023-06-05,43.1,77,7.21,7449,38.9,55.6
2023-06-11,43.3,80,7.56,7748,39.4,59.6
2023-03-29,34.5,83,6.78,5738,35.6,68.2
2023-02-02,24.4,92,5.57,4637,31.7,74.1
2023-05-18,40.6,79,6.77,6683,36.0,58.8
2023-06-07,43.4,77,6.69,7481,37.6,51.8
2023-01-30,28.0,88,5.48,4787,31.2,73.1
2023-03-07,30.7,82,6.19,5879,34.9,66.1
2023-04-24,38.7,83,6.32,6557,36.5,64.7
2023-01-12,23.3,91,5.54,4507,30.1,77.2
2023-06-13,45.7,80,7.29,7494,38.5,58.8
2023-01-25,28.3,87,6.16,4877,30.8,80.6
2023-01-26,24.2,90,6.22,4992,32.7,76.0
2023-07-13,47.1,74,7.37,7990,38.4,47.9
2023-05-29,39.3,77,6.88,7523,36.8,59.0
2023-06-01,39.0,81,7.41,7604,37.9,51.8
2023-01-01,23.5,91,5.32,4699,30.9,82.2
2023-01-24,28.0,88,5.86,5094,32.0,76.7
2023-03-20,34.1,83,6.88,5909,35.1,66.7
2023-07-05,48.3,76,6.98,7941,40.8,54.8
2023-04-16,35.5,82,6.5,6442,35.4,66.7
2023-02-02,25.9,88,5.94,5057,30.6,75.0
2023-01-16,24.2,90,5.68,4539,29.3,76.6
2023-04-21,36.8,81,6.57,5894,37.5,63.6
2023-04-16,35.5,84,6.5,6442,35.4,66.7
2023-03-14,30.7,85,6.83,5184,33.6,67.7
2023-06-28,45.8,76,7.26,7294,37.3,55.3
2023-03-09,30.7,85,6.19,6185,33.6,65.5
2023-05-24,40.7,80,6.67,7342,37.1,56.1
2023-01-19,25.3,88,5.95,4926,32.0,72.7
2023-07-08,47.4,77,6.86,7668,40.3,52.9
2023-06-27,46.4,74,7.27,7571,38.0,54.6
2023-03-29,32.6,84,6.09,6162,34.0,66.7
2023-02-05,24.4,92,6.49,5427,32.9,74.6
2023-01-04,23.3,91,5.69,4877,31.8,78.8
2023-04-01,35.3,83,6.43,6116,35.8,65.7
2023-03-22,34.9,84,6.32,6377,35.3,68.6
2023-01-25,28.3,88,6.16,4607,30.8,80.0
2023-06-15,47.9,74,7.01,7567,38.4,57.4
2023-05-25,40.7,77,6.13,7181,37.1,62.5
2023-03-09,30.8,87,6.19,5637,32.6,65.8
2023-04-13,35.6,85,6.71,5991,36.1,65.7
2023-01-23,28.6,90,5.88,4914,33.4,75.1
2023-03-12,30.7,86,6.81,5662,32.5,71.3
2023-02-12,25.9,88,6.57,5125,32.0,75.0
2023-03-03,28.3,85,6.43,5148,34.8,72.3
2023-03-20,34.1,84,6.43,5909,34.2,69.4
2023-01-13,24.1,91,5.42,4808,32.0,82.7
2023-02-16,28.3,86,6.16,4654,33.4,74.8
2023-06-25,43.6,74,6.22,7996,38.1,54.0
2023-02-03,28.3,86,6.55,5717,31.7,68.8
2023-04-17,39.5,81,6.85,6677,37.3,62.8
2023-01-21,23.0,93,6.56,5479,30.5,77.0
2023-05-30,38.7,79,6.67,7329,37.7,56.0
2023-05-28,39.7,80,6.77,6557,36.7,54.5
2023-04-15,37.3,83,6.35,6426,36.4,66.0
2023-05-11,39.4,80,6.91,6166,37.7,57.9
2023-02-12,28.7,86,5.88,5290,32.0,75.8
2023-04-23,33.5,83,6.52,6363,35.5,67.7
2023-05-30,38.7,79,6.67,7329,37.7,60.6
2023-07-18,49.1,74,6.89,7494,40.5,52.2
2023-04-05,34.0,83,6.93,6336,35.4,67.9
2023-03-04,27.1,85,6.14,5644,34.0,68.5
2023-04-21,35.6,82,7.02,5891,36.1,67.9
2023-07-07,48.0,74,7.17,7960,39.3,50.8
2023-07-19,47.7,71,7.16,7526,40.3,54.5
2023-04-20,36.0,82,6.32,5909,36.4,67.9
2023-07-16,47.5,73,7.1,8084,41.6,52.3
